L9/OLI2 RSR			
converted to text file			
source: https://landsat.gsfc.nasa.gov/satellites/landsat-9/landsat-9-instruments/oli-2-design/oli-2-relative-spectral-response/			
datasets: wavelength, rsr, band			
wavelength	rsr	band	id
2.352	0.00188482	swir2	7
2.353	0.00175931	swir2	7
2.354	0.00163477	swir2	7
2.355	0.00152506	swir2	7
0.488	0.00055981	Pan	8
0.489	0.00071401	Pan	8
0.49	0.00094114	Pan	8
0.491	0.00127548	Pan	8
0.492	0.00279056	Pan	8
0.493	0.00389131	Pan	8
0.494	0.00561835	Pan	8
0.495	0.00819427	Pan	8
0.496	0.01260893	Pan	8
0.497	0.02082734	Pan	8
0.498	0.03512893	Pan	8
0.499	0.06172826	Pan	8
0.5	0.11756328	Pan	8
0.501	0.20695142	Pan	8
0.502	0.35047555	Pan	8
0.503	0.51840705	Pan	8
0.504	0.6468308	Pan	8
0.505	0.71721101	Pan	8
0.506	0.73891264	Pan	8
0.507	0.73804098	Pan	8
0.508	0.73227501	Pan	8
0.509	0.73230338	Pan	8
0.51	0.73795259	Pan	8
0.511	0.74557811	Pan	8
0.512	0.74958354	Pan	8
0.513	0.75100011	Pan	8
0.514	0.7456966	Pan	8
0.515	0.73948652	Pan	8
0.516	0.73433906	Pan	8
0.517	0.73298591	Pan	8
0.518	0.73755181	Pan	8
0.519	0.74583215	Pan	8
0.52	0.75320041	Pan	8
0.521	0.75733781	Pan	8
0.522	0.75563645	Pan	8
0.523	0.75066346	Pan	8
0.524	0.74712878	Pan	8
0.525	0.74614233	Pan	8
0.526	0.75046557	Pan	8
0.527	0.757276	Pan	8
0.528	0.76255763	Pan	8
0.529	0.76933599	Pan	8
0.53	0.76426119	Pan	8
0.531	0.76089823	Pan	8
0.532	0.75593781	Pan	8
0.533	0.74580657	Pan	8
0.534	0.73709416	Pan	8
0.535	0.75071329	Pan	8
0.536	0.74780136	Pan	8
0.537	0.76249135	Pan	8
0.538	0.76414043	Pan	8
0.539	0.75922489	Pan	8
0.54	0.74998683	Pan	8
0.541	0.74630529	Pan	8
0.542	0.74671257	Pan	8
0.543	0.75543088	Pan	8
0.544	0.75887173	Pan	8
0.545	0.76089638	Pan	8
0.546	0.7569015	Pan	8
0.547	0.74005193	Pan	8
0.548	0.72667593	Pan	8
0.549	0.7193951	Pan	8
0.55	0.72856003	Pan	8
0.551	0.74397302	Pan	8
0.552	0.76320368	Pan	8
0.553	0.78191006	Pan	8
0.554	0.79408318	Pan	8
0.555	0.79531306	Pan	8
0.556	0.79247105	Pan	8
0.557	0.78975105	Pan	8
0.558	0.79136306	Pan	8
0.559	0.79676938	Pan	8
0.56	0.80500394	Pan	8
0.561	0.81197274	Pan	8
0.562	0.81878418	Pan	8
0.563	0.82147866	Pan	8
0.564	0.81793523	Pan	8
0.565	0.80917293	Pan	8
0.566	0.79949307	Pan	8
0.567	0.79439282	Pan	8
0.568	0.79288369	Pan	8
0.569	0.80010444	Pan	8
0.57	0.80942148	Pan	8
0.571	0.81826901	Pan	8
0.572	0.82481748	Pan	8
0.573	0.82645559	Pan	8
0.574	0.82283205	Pan	8
0.575	0.81772399	Pan	8
0.576	0.81348199	Pan	8
0.577	0.81432569	Pan	8
0.578	0.81980091	Pan	8
0.579	0.82896656	Pan	8
0.58	0.83787513	Pan	8
0.581	0.84118545	Pan	8
0.582	0.83640194	Pan	8
0.583	0.82991207	Pan	8
0.584	0.82210898	Pan	8
0.585	0.81671482	Pan	8
0.586	0.81798512	Pan	8
0.587	0.82558936	Pan	8
0.588	0.8370055	Pan	8
0.589	0.84746104	Pan	8
0.59	0.85366464	Pan	8
0.591	0.8550694	Pan	8
0.592	0.85333455	Pan	8
0.593	0.85258639	Pan	8
0.594	0.85494232	Pan	8
0.595	0.86125129	Pan	8
0.596	0.87052053	Pan	8
0.597	0.87891728	Pan	8
0.598	0.8835094	Pan	8
0.599	0.88422352	Pan	8
0.6	0.8804276	Pan	8
0.601	0.87636942	Pan	8
0.602	0.87454921	Pan	8
0.603	0.87427628	Pan	8
0.604	0.87942135	Pan	8
0.605	0.88424522	Pan	8
0.606	0.88828981	Pan	8
0.607	0.89149511	Pan	8
0.608	0.88984776	Pan	8
0.609	0.88692278	Pan	8
0.61	0.88409555	Pan	8
0.611	0.8844744	Pan	8
0.612	0.88792205	Pan	8
0.613	0.89509708	Pan	8
0.614	0.90393478	Pan	8
0.615	0.91256452	Pan	8
0.616	0.91933519	Pan	8
0.617	0.92318392	Pan	8
0.618	0.92334908	Pan	8
0.619	0.92322367	Pan	8
0.62	0.92271727	Pan	8
0.621	0.92207175	Pan	8
0.622	0.92361712	Pan	8
0.623	0.92525572	Pan	8
0.624	0.9287647	Pan	8
0.625	0.93246269	Pan	8
0.626	0.93536609	Pan	8
0.627	0.93693691	Pan	8
0.628	0.93770206	Pan	8
0.629	0.93660849	Pan	8
0.63	0.93482065	Pan	8
0.631	0.93340796	Pan	8
0.632	0.93537968	Pan	8
0.633	0.93697798	Pan	8
0.634	0.94104928	Pan	8
0.635	0.94614661	Pan	8
0.636	0.95185488	Pan	8
0.637	0.95627266	Pan	8
0.638	0.95843077	Pan	8
0.639	0.95736688	Pan	8
0.64	0.95565981	Pan	8
0.641	0.95283598	Pan	8
0.642	0.95041174	Pan	8
0.643	0.94886798	Pan	8
0.644	0.94887251	Pan	8
0.645	0.95064622	Pan	8
0.646	0.95328224	Pan	8
0.647	0.95691651	Pan	8
0.648	0.9610467	Pan	8
0.649	0.96566254	Pan	8
0.65	0.96974039	Pan	8
0.651	0.97312099	Pan	8
0.652	0.97521871	Pan	8
0.653	0.97489649	Pan	8
0.654	0.972332	Pan	8
0.655	0.96867853	Pan	8
0.656	0.96464068	Pan	8
0.657	0.96061975	Pan	8
0.658	0.96397477	Pan	8
0.659	0.96756929	Pan	8
0.66	0.97273779	Pan	8
0.661	0.98216408	Pan	8
0.662	0.9869532	Pan	8
0.663	0.98877376	Pan	8
0.664	0.98864222	Pan	8
0.665	0.98769355	Pan	8
0.666	0.98701572	Pan	8
0.667	0.98726958	Pan	8
0.668	0.99141115	Pan	8
0.669	0.99577439	Pan	8
0.67	1	Pan	8
0.671	0.99740297	Pan	8
0.672	0.98136055	Pan	8
0.673	0.92713571	Pan	8
0.674	0.79344761	Pan	8
0.675	0.593741	Pan	8
0.676	0.38244858	Pan	8
0.677	0.22371659	Pan	8
0.678	0.13053322	Pan	8
0.679	0.07709492	Pan	8
0.68	0.04784917	Pan	8
0.681	0.03124457	Pan	8
0.682	0.02128481	Pan	8
0.683	0.01692485	Pan	8
0.684	0.01253418	Pan	8
0.685	0.00931615	Pan	8
0.686	0.00690109	Pan	8
0.687	0.00516988	Pan	8
0.688	0.00380522	Pan	8
0.689	0.00285749	Pan	8
0.69	0.00203169	Pan	8
0.691	0.00146685	Pan	8
0.692	0.00104939	Pan	8
