S2A/MSI RSR			
converted to text file			
source: https://sentinels.copernicus.eu/web/sentinel/user-guides/sentinel-2-msi/document-library/-/asset_publisher/Wk0TKajiISaR/content/sentinel-2a-spectral-responses			
datasets: wavelength, rsr, band			
wavelength	rsr	band	id
2.244	0.957078482	B12	13
2.245	0.960638803	B12	13
2.246	0.964221982	B12	13
2.247	0.968307493	B12	13
2.248	0.972691041	B12	13
2.249	0.97742349	B12	13
2.25	0.982898416	B12	13
2.251	0.98714443	B12	13
2.252	0.990734152	B12	13
2.253	0.993982826	B12	13
2.254	0.996786808	B12	13
2.255	0.998752904	B12	13
2.256	1	B12	13
2.257	0.999927455	B12	13
2.258	0.999151921	B12	13
2.259	0.997129452	B12	13
2.26	0.993883695	B12	13
2.261	0.989685968	B12	13
2.262	0.983735405	B12	13
2.263	0.976212761	B12	13
2.264	0.967813199	B12	13
2.265	0.958342887	B12	13
2.266	0.948440151	B12	13
2.267	0.9382028	B12	13
2.268	0.927724853	B12	13
2.269	0.917038819	B12	13
2.27	0.905999348	B12	13
2.271	0.893868367	B12	13
2.272	0.881682515	B12	13
2.273	0.86864716	B12	13
2.274	0.854635458	B12	13
2.275	0.840619936	B12	13
2.276	0.826015692	B12	13
2.277	0.809516209	B12	13
2.278	0.791866591	B12	13
2.279	0.772443017	B12	13
2.28	0.749106638	B12	13
2.281	0.720345599	B12	13
2.282	0.688185271	B12	13
2.283	0.651282733	B12	13
2.284	0.610049759	B12	13
2.285	0.56603087	B12	13
2.286	0.520969977	B12	13
2.287	0.474659094	B12	13
2.288	0.429259293	B12	13
2.289	0.38585714	B12	13
2.29	0.342091763	B12	13
2.291	0.300680041	B12	13
2.292	0.263176181	B12	13
2.293	0.227703987	B12	13
2.294	0.195720706	B12	13
2.295	0.168090024	B12	13
2.296	0.144679716	B12	13
2.297	0.124830647	B12	13
2.298	0.108237331	B12	13
2.299	0.09440058	B12	13
2.3	0.082363039	B12	13
2.301	0.071500068	B12	13
2.302	0.062690603	B12	13
2.303	0.054985448	B12	13
2.304	0.048194534	B12	13
2.305	0.042864117	B12	13
2.306	0.038598228	B12	13
2.307	0.034947252	B12	13
2.308	0.031998848	B12	13
2.309	0.029587869	B12	13
2.31	0.027418116	B12	13
2.311	0.025576973	B12	13
2.312	0.023959421	B12	13
2.313	0.021671692	B12	13
2.314	0.019147972	B12	13
2.315	0.016331132	B12	13
2.316	0.010988591	B12	13
2.317	0.007378602	B12	13
2.318	0.006510601	B12	13
2.319	0.004709556	B12	13
2.32	0.002065107	B12	13
